Subject	SelectionOrderAtt	ImId	correctVariant(s)	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
01-007-c	0	3	incorrect	"4,1,"	"1179.1,1179.4,1179.63,1180.5,1188.33,"	-1
01-007-c	1	4	correct	"7,-1,"	"1181.4,1182,1183.13,1183.6,1185.2,1185.47,1185.8,"	10.5334
01-007-c	0	5	incorrect	"-1,-1,"	-1	-1
01-007-c	0	6	incorrect	"2,-1,"	"1186.13,1186.37,"	-1
01-007-c	0	7	incorrect	"2,-1,"	"1181.67,1181.83,"	-1
01-007-c	0	1	MasterImage	"17,11,7,-1,"	"1189.1,1190.63,1191.9,1192.23,1193.17,1195.03,1195.47,1197.3,1197.53,1198.67,1199.2,1199.5,1199.87,1200.97,1203.77,1206.13,1206.33,1210.03,1210.47,1211.53,1211.8,1213.8,1214.1,1214.93,1218.87,1219.03,1219.27,1220.9,1225,1225.97,1227.63,1229.23,1231.1,1236.33,1238.13,"	-1
01-007-c	1	2	incorrect	"6,5,3,-1,"	"1196.27,1204.37,1205.2,1205.6,1206.57,1206.97,1209.43,1209.77,1210.83,1211.13,1212.33,1232.23,1233.13,1234.3,"	20.0333
01-007-c	0	3	incorrect	"10,7,7,-1,"	"1189.57,1190.27,1191.17,1191.63,1192.67,1194.47,1195.27,1195.9,1202.1,1205.93,1213.2,1214.3,1214.53,1214.73,1215.47,1217.23,1221.87,1225.23,1225.7,1229.63,1230.07,1230.77,1231.4,1231.93,"	-1
01-007-c	0	4	incorrect	"2,-1,2,-1,"	"1193.4,1193.83,1228.17,1228.6,"	-1
01-007-c	3	5	correct	"10,-1,9,2,"	"1196.5,1197.9,1198.13,1198.37,1200.3,1200.5,1201.57,1201.9,1203.57,1207.2,1233.67,1235.1,1235.33,1235.6,1235.83,1236.93,1237.33,1238.4,1238.93,1241.53,1241.77,"	-1
01-007-c	2	6	incorrect	"5,13,5,-1,"	"1189.93,1191.47,1194.8,1202.27,1202.5,1212.9,1216.7,1216.97,1217.83,1218.33,1218.6,1219.6,1219.8,1220.13,1220.4,1220.63,1221.33,1222.1,1224.57,1226.4,1234.6,1239.23,1239.5,"	-1
01-007-c	0	7	incorrect	"2,4,1,-1,"	"1194.1,1202.77,1215.87,1216.27,1216.5,1222.33,1226.83,"	-1
01-007-c	0	1	MasterImage	"6,1,"	"1261.17,1263.1,1271.83,1273.5,1275.87,1276.13,1279.47,"	-1
01-007-c	1	2	correct	"8,-1,"	"1272.57,1273.1,1275,1275.27,1275.47,1275.67,1276.43,1276.77,"	36.7
01-007-c	0	3	incorrect	"4,-1,"	"1262.83,1263.47,1271.47,1272.37,"	-1
01-007-c	0	4	incorrect	"1,-1,"	"1261.5,"	-1
01-007-c	0	5	incorrect	"2,-1,"	"1242.03,1277,"	-1
01-007-c	0	6	incorrect	"-1,-1,"	-1	-1
01-007-c	0	7	incorrect	"3,-1,"	"1261.83,1262.3,1262.6,"	-1
01-007-c	0	1	MasterImage	"16,7,-1,"	"1281.63,1282,1282.6,1283.6,1284.6,1285,1285.7,1286.8,1287.3,1287.6,1288.57,1290.23,1290.7,1292.07,1292.3,1293.47,1297,1297.27,1298.03,1298.5,1300.47,1300.7,1301.73,"	-1
01-007-c	0	2	incorrect	"2,-1,-1,"	"1279.73,1285.2,"	-1
01-007-c	0	3	incorrect	"5,-1,-1,"	"1280.2,1284.33,1286.33,1287.9,1288.37,"	-1
01-007-c	1	4	incorrect	"10,4,-1,"	"1280.5,1283,1288.97,1289.27,1289.87,1291,1291.17,1291.77,1293.07,1293.7,1296.8,1297.53,1297.77,1298.97,"	16.5
01-007-c	0	5	incorrect	"2,-1,-1,"	"1279.93,1285.4,"	-1
01-007-c	2	6	correct	"3,7,2,"	"1294.07,1294.23,1294.6,1300.93,1301.23,1302.2,1302.73,1303,1303.2,1305.37,1306.47,1306.7,"	-1
01-007-c	0	7	incorrect	"1,4,-1,"	"1281.03,1299.47,1299.87,1303.43,1305.67,"	-1
01-007-c	0	1	MasterImage	"4,11,-1,"	"1307.6,1308.97,1310.33,1311.5,1315.67,1316.6,1317.53,1318.83,1319.03,1321,1323.3,1324.03,1326.53,1328.73,1331.37,"	-1
01-007-c	0	2	incorrect	"-1,5,-1,"	"1325.43,1325.8,1327.63,1328.23,1329.2,"	-1
01-007-c	0	3	incorrect	"3,3,1,"	"1307.4,1308.23,1308.77,1315.33,1315.5,1325.17,1337.7,"	-1
01-007-c	1	4	incorrect	"3,9,-1,"	"1309.6,1310.93,1312.13,1315.93,1316.2,1318.3,1319.37,1319.6,1322.5,1322.77,1333.13,1334.8,"	7.7667
01-007-c	0	5	incorrect	"-1,3,-1,"	"1321.43,1321.63,1329.57,"	-1
01-007-c	0	6	incorrect	"5,3,-1,"	"1309.4,1312.43,1312.63,1312.9,1314.2,1316.93,1319.93,1324.8,"	-1
01-007-c	2	7	correct	"1,12,-1,"	"1307.17,1317.2,1323.77,1324.3,1324.5,1329.97,1330.5,1332.47,1333.77,1334.47,1335.03,1335.4,1335.7,"	-1
01-007-c	0	1	MasterImage	"6,3,1,"	"1338.4,1339.93,1340.73,1343.33,1343.83,1344.93,1348.57,1350.07,1351.53,1354.7,"	-1
01-007-c	1	2	incorrect	"3,1,-1,"	"1342.3,1344.3,1345.33,1347.93,"	9.2333
01-007-c	0	3	incorrect	"5,-1,-1,"	"1338.1,1339.13,1339.47,1340.27,1341.2,"	-1
01-007-c	2	4	correct	"1,3,-1,"	"1341.47,1349.1,1349.83,1350.77,"	-1
01-007-c	0	5	incorrect	"1,-1,-1,"	"1345.73,"	-1
01-007-c	0	6	incorrect	"1,2,1,"	"1342.1,1351.8,1352.03,1354.47,"	-1
01-007-c	0	7	incorrect	"1,-1,-1,"	"1341.73,"	-1
01-007-c	0	1	MasterImage	"5,6,-1,"	"1354.9,1357.43,1359.93,1360.33,1362.03,1367.5,1371.03,1371.23,1372.47,1373.63,1375.5,"	-1
01-007-c	2	2	correct	"1,10,1,"	"1356.53,1365.07,1365.8,1366.1,1367.27,1368.33,1369.53,1372.67,1374.73,1376.07,1376.8,1379.37,"	-1
01-007-c	1	3	incorrect	"4,2,-1,"	"1356.07,1358,1358.27,1360.93,1371.47,1373.17,"	9.5667
01-007-c	0	4	incorrect	"-1,2,-1,"	"1371.73,1372,"	-1
01-007-c	0	5	incorrect	"2,4,-1,"	"1362.47,1362.67,1373.97,1374.93,1377.07,1377.23,"	-1
01-007-c	0	6	incorrect	"-1,-1,-1,"	-1	-1
01-007-c	0	7	incorrect	"-1,-1,-1,"	-1	-1
01-007-c	0	1	MasterImage	"5,4,1,"	"1380.3,1383.37,1383.93,1384.43,1384.83,1388.77,1389.2,1390.67,1393.5,1397.87,"	-1
01-007-c	0	2	incorrect	"2,1,-1,"	"1379.77,1381.1,1388.43,"	-1
01-007-c	1	3	incorrect	"4,-1,-1,"	"1381.5,1382.77,1383.1,1384.17,"	7.9333
01-007-c	0	4	incorrect	"-1,1,-1,"	"1389.57,"	-1
01-007-c	0	5	incorrect	"1,-1,-1,"	"1385.53,"	-1
01-007-c	2	6	correct	"-1,10,-1,"	"1390.1,1390.3,1391.57,1392.23,1393,1393.97,1394.17,1394.47,1394.87,1395.1,"	-1
01-007-c	0	7	incorrect	"-1,2,-1,"	"1392.5,1395.27,"	-1
01-012-C	0	1	MasterImage	"3,-1,"	"1288.87,1289.07,1289.33,"	-1
01-012-C	0	2	incorrect	"1,-1,"	"1290.33,"	-1
01-012-C	0	3	incorrect	"1,-1,"	"1288.47,"	-1
01-012-C	0	4	incorrect	"-1,-1,"	-1	-1
01-012-C	0	5	incorrect	"1,-1,"	"1290.67,"	-1
01-012-C	0	6	incorrect	"1,-1,"	"1290.87,"	-1
01-012-C	1	7	correct	"5,1,"	"1289.93,1290.13,1291.1,1291.37,1291.73,1293.8,"	4.7333
01-012-C	0	1	MasterImage	"17,-1,"	"1294.57,1294.77,1295.77,1296.47,1297.23,1299.97,1300.13,1301.57,1302.63,1305.83,1307.87,1312.73,1313.4,1315.7,1318.13,1322.63,1324,"	-1
01-012-C	0	2	incorrect	"3,-1,"	"1302.03,1303.27,1303.43,"	-1
01-012-C	1	3	correct	"11,-1,"	"1294.3,1295.5,1296.1,1306.97,1308.67,1309.97,1311.9,1314.97,1317.27,1323.5,1324.37,"	32.1667
01-012-C	0	4	incorrect	"7,-1,"	"1296.73,1299.2,1299.37,1311.1,1319.5,1321,1321.17,"	-1
01-012-C	0	5	incorrect	"5,1,"	"1305.07,1306.4,1309.2,1309.37,1324.83,1326.83,"	-1
01-012-C	0	6	incorrect	"2,-1,"	"1310.37,1318.5,"	-1
01-012-C	0	7	incorrect	"3,-1,"	"1300.57,1319.07,1319.9,"	-1
01-012-C	0	1	MasterImage	"8,1,"	"1327.8,1329.97,1331.07,1334.17,1335.2,1337.6,1338,1339.93,1343.23,"	-1
01-012-C	0	2	incorrect	"4,-1,"	"1330.57,1331.73,1334.7,1335.97,"	-1
01-012-C	0	3	incorrect	"3,-1,"	"1327.37,1330.17,1338.2,"	-1
01-012-C	0	4	incorrect	"2,-1,"	"1332.87,1333.33,"	-1
01-012-C	0	5	incorrect	"3,-1,"	"1332.07,1336.47,1339,"	-1
01-012-C	0	6	incorrect	"1,-1,"	"1336.83,"	-1
01-012-C	1	7	correct	"7,1,"	"1332.43,1332.63,1338.63,1339.23,1340.33,1340.57,1340.83,1342.97,"	15.2
01-012-C	0	1	MasterImage	"7,-1,"	"1343.57,1348.37,1349.9,1351.77,1352.73,1354.2,1355.13,"	-1
01-012-C	0	2	incorrect	"1,-1,"	"1346.3,"	-1
01-012-C	0	3	incorrect	"1,1,"	"1345.8,1359.37,"	-1
01-012-C	1	4	correct	"9,-1,"	"1347.07,1348.77,1350.7,1350.97,1352.3,1353.23,1353.63,1354.57,1354.8,"	15.0333
01-012-C	0	5	incorrect	"2,-1,"	"1346.7,1349.2,"	-1
01-012-C	0	6	incorrect	"5,-1,"	"1355.5,1355.8,1356.4,1356.7,1357.67,"	-1
01-012-C	0	7	incorrect	"2,-1,"	"1347.47,1351.23,"	-1
01-012-C	0	1	MasterImage	"3,1,"	"1359.67,1360.57,1369.87,1375.9,"	-1
01-012-C	0	2	incorrect	"1,-1,"	"1364.3,"	-1
01-012-C	0	3	incorrect	"4,-1,"	"1361.67,1362.27,1363.67,1371.17,"	-1
01-012-C	0	4	incorrect	"1,-1,"	"1365.37,"	-1
01-012-C	1	5	correct	"3,-1,"	"1368.7,1370.87,1372.6,"	15.6333
01-012-C	0	6	incorrect	"3,-1,"	"1367.07,1373.8,1374.07,"	-1
01-012-C	0	7	incorrect	"1,-1,"	"1366.07,"	-1
01-012-C	0	1	MasterImage	"20,1,"	"1376.23,1377,1378.1,1378.57,1378.93,1379.63,1380.07,1380.27,1381.77,1383.87,1385.57,1385.73,1389.13,1389.37,1391.63,1391.8,1394.17,1394.47,1396.3,1398.7,1402.43,"	-1
01-012-C	1	2	correct	"9,-1,"	"1382.4,1383.17,1384.37,1385.13,1386.27,1386.57,1388.67,1398.03,1399.67,"	25.4334
01-012-C	0	3	incorrect	"4,1,"	"1377.63,1379.3,1380.77,1381.33,1402.23,"	-1
01-012-C	0	4	incorrect	"6,-1,"	"1389.83,1390.53,1390.93,1391.17,1392.23,1393.07,"	-1
01-012-C	0	5	incorrect	"6,-1,"	"1386.8,1386.97,1387.27,1387.67,1398.23,1400.2,"	-1
01-012-C	0	6	incorrect	"6,-1,"	"1393.63,1393.8,1394.83,1395.53,1395.77,1397.13,"	-1
01-012-C	0	7	incorrect	"1,-1,"	"1390.23,"	-1
01-012-C	0	1	MasterImage	"11,1,"	"1402.67,1403.53,1404.23,1405.7,1405.87,1410.5,1414.43,1414.6,1417.23,1422.87,1423.63,1426.8,"	-1
01-012-C	0	2	incorrect	"2,-1,"	"1403.93,1405.23,"	-1
01-012-C	1	3	correct	"11,1,"	"1403.7,1406.37,1407.47,1409.6,1411.03,1415.07,1417.63,1418.57,1420.6,1422.2,1423.33,1426.57,"	23.3666
01-012-C	0	4	incorrect	"10,-1,"	"1412.2,1412.57,1415.7,1417.97,1418.37,1419.13,1419.5,1421.07,1421.4,1422.6,"	-1
01-012-C	0	5	incorrect	"2,-1,"	"1411.33,1424.37,"	-1
01-012-C	0	6	incorrect	"1,-1,"	"1411.73,"	-1
01-012-C	0	7	incorrect	"3,-1,"	"1407.87,1409.23,1410.13,"	-1
01-012-C	0	1	MasterImage	"7,-1,"	"1427.03,1427.37,1428.33,1436.4,1436.6,1439.87,1440.03,"	-1
01-012-C	0	2	incorrect	"3,-1,"	"1431.07,1431.53,1439.17,"	-1
01-012-C	0	3	incorrect	"4,-1,"	"1430.2,1432.37,1438.77,1441.67,"	-1
01-012-C	0	4	incorrect	"9,-1,"	"1433.27,1433.73,1435.17,1438.13,1438.33,1440.5,1440.67,1441,1442.63,"	-1
01-012-C	0	5	incorrect	"1,-1,"	"1437.67,"	-1
01-012-C	0	6	incorrect	"1,-1,"	"1437.3,"	-1
01-012-C	1	7	correct	"7,-1,"	"1436,1436.9,1442.43,1442.97,1443.2,1445.27,1446.2,"	28.5334
01-012-C	0	1	MasterImage	"21,1,"	"1457.2,1457.47,1458.5,1459.93,1461.7,1461.9,1463.2,1465.7,1468,1468.27,1468.67,1470.57,1474.8,1475.8,1479.2,1480.73,1481.3,1481.63,1482,1482.2,1482.43,1485.77,"	-1
01-012-C	0	2	incorrect	"5,-1,"	"1459.57,1472.2,1473.07,1473.7,1474,"	-1
01-012-C	0	3	incorrect	"5,-1,"	"1456.97,1458.17,1459.23,1462.6,1475.97,"	-1
01-012-C	0	4	incorrect	"5,-1,"	"1463.8,1464.03,1476.47,1477.27,1477.97,"	-1
01-012-C	1	5	correct	"9,-1,"	"1466.63,1467.33,1468.93,1469.3,1471.77,1475.13,1475.33,1479.9,1482.8,"	28.4666
01-012-C	0	6	incorrect	"3,-1,"	"1466.27,1483.2,1483.4,"	-1
01-012-C	0	7	incorrect	"2,-1,"	"1464.37,1465.13,"	-1
01-012-C	0	1	MasterImage	"19,-1,"	"1486.03,1486.2,1486.47,1488.77,1489.03,1489.6,1490.53,1491.3,1492.6,1492.8,1494.47,1497.8,1498.03,1500.03,1503.37,1506.17,1507.57,1513.77,1514.2,"	-1
01-012-C	1	2	correct	"18,-1,"	"1491.8,1492.37,1493.27,1494.07,1498.37,1498.73,1500.43,1502.43,1508.03,1508.6,1509.2,1510.07,1511.5,1511.77,1512.13,1513.4,1514.53,1514.93,"	31.2667
01-012-C	0	3	incorrect	"11,-1,"	"1490.83,1504.5,1505.13,1505.4,1505.6,1506.73,1509.57,1510.83,1512.4,1512.8,1512.97,"	-1
01-012-C	0	4	incorrect	"9,-1,"	"1495.17,1495.37,1495.53,1497.03,1499,1499.47,1501.1,1501.93,1502.97,"	-1
01-012-C	0	5	incorrect	"3,1,"	"1496.23,1496.43,1515.27,1517.73,"	-1
01-012-C	0	6	incorrect	"3,-1,"	"1503.8,1504.03,1504.2,"	-1
01-012-C	0	7	incorrect	"1,-1,"	"1495.77,"	-1
01-012-C	0	1	MasterImage	"22,-1,"	"1518.33,1518.6,1521.73,1523.5,1525.77,1527.7,1530.03,1530.57,1536.67,1536.9,1542.93,1543.43,1544.87,1556.5,1557.73,1559.2,1567.23,1568.27,1568.83,1574.7,1575.97,1581.67,"	-1
01-012-C	0	2	incorrect	"4,-1,"	"1526.63,1541.7,1542.53,1558.13,"	-1
01-012-C	0	3	incorrect	"6,-1,"	"1524.6,1526.27,1543.67,1569.73,1570.9,1583.83,"	-1
01-012-C	0	4	incorrect	"7,-1,"	"1530.77,1550.33,1552.9,1554.3,1554.97,1557,1563.6,"	-1
01-012-C	0	5	incorrect	"18,-1,"	"1526.97,1527.23,1528.37,1529.37,1532.97,1537.3,1538.9,1539.07,1540.63,1548.43,1549.73,1571.47,1573.17,1573.73,1576.63,1576.8,1579.9,1582.77,"	-1
01-012-C	1	6	correct	"11,-1,"	"1545.37,1547.47,1559.83,1560.8,1561.53,1565.33,1567.73,1569.3,1577.33,1577.93,1581.27,"	87.6
01-012-C	0	7	incorrect	"11,-1,"	"1534.23,1535.4,1535.9,1536.4,1537.97,1540.1,1551.47,1564.6,1584.37,1603.87,1604.77,"	-1
01-012-C	0	1	MasterImage	"22,-1,"	"1607.03,1607.43,1607.83,1608.03,1608.9,1609.13,1609.3,1611.47,1612.53,1613.23,1615.27,1617.23,1618.2,1620.17,1624.4,1635,1638.57,1639.73,1641.97,1642.13,1645.47,1645.7,"	-1
01-012-C	0	2	incorrect	"4,-1,"	"1618.97,1639.17,1640.03,1640.33,"	-1
01-012-C	1	3	correct	"22,-1,"	"1608.47,1608.73,1609.53,1609.87,1610.03,1611.1,1611.97,1612.97,1613.67,1614.53,1616.17,1616.6,1617.87,1618.57,1619.83,1620.87,1629.53,1639.37,1640.8,1642.57,1646,1646.17,"	41.1334
01-012-C	0	4	incorrect	"2,-1,"	"1621.63,1643.27,"	-1
01-012-C	0	5	incorrect	"8,-1,"	"1622.9,1635.33,1635.5,1635.7,1636.07,1636.5,1637.5,1646.57,"	-1
01-012-C	0	6	incorrect	"3,-1,"	"1622.43,1641.13,1646.4,"	-1
01-012-C	0	7	incorrect	"4,-1,"	"1622.13,1643.83,1644.7,1645.1,"	-1
01-012-C	0	1	MasterImage	"8,-1,"	"1649.07,1651.73,1652.13,1653.43,1654.7,1657.07,1661,1669.8,"	-1
01-012-C	0	2	incorrect	"2,-1,"	"1653.83,1659.33,"	-1
01-012-C	0	3	incorrect	"3,-1,"	"1652.47,1666.2,1670.57,"	-1
01-012-C	0	4	incorrect	"4,-1,"	"1656.53,1658.27,1660.17,1660.4,"	-1
01-012-C	0	5	incorrect	"2,-1,"	"1655.37,1666.43,"	-1
01-012-C	0	6	incorrect	"2,-1,"	"1655.87,1664.33,"	-1
01-012-C	1	7	correct	"8,-1,"	"1656.2,1661.53,1661.77,1662.4,1669.4,1671.23,1671.53,1671.8,"	35.4666
01-012-C	0	1	MasterImage	"8,1,"	"1685.53,1685.73,1685.9,1687.67,1688.13,1690.23,1691.47,1700.4,1707.67,"	-1
01-012-C	0	2	incorrect	"3,-1,"	"1691.9,1692.1,1703.6,"	-1
01-012-C	0	3	incorrect	"8,-1,"	"1689.37,1689.77,1690.97,1701.53,1701.7,1703.2,1703.9,1704.2,"	-1
01-012-C	1	4	correct	"8,-1,"	"1693.5,1694.07,1696.3,1697.1,1697.83,1698.87,1699.57,1704.7,"	21.5
01-012-C	0	5	incorrect	"3,-1,"	"1692.53,1695.5,1698.27,"	-1
01-012-C	0	6	incorrect	"4,-1,"	"1692.97,1701.93,1705.37,1705.53,"	-1
01-012-C	0	7	incorrect	"1,-1,"	"1693.77,"	-1
01-012-C	0	1	MasterImage	"36,1,"	"1708.03,1709.37,1710.6,1710.87,1711.33,1712.07,1715.1,1715.3,1717.43,1718.9,1719.13,1719.33,1721.3,1721.8,1723.37,1725.5,1728.43,1734,1734.23,1735.5,1743.33,1743.7,1744.07,1745.97,1746.37,1746.57,1747.1,1747.47,1753.03,1755.03,1758.77,1765.4,1766,1768.03,1769.33,1770.7,1780.83,"	-1
01-012-C	0	2	incorrect	"27,-1,"	"1710.1,1710.4,1728.03,1731.83,1732.83,1733.3,1733.6,1734.7,1735.07,1736.2,1736.43,1737.47,1738.6,1739.83,1740.8,1749.5,1753.57,1754.5,1755.53,1756.6,1757.6,1758.17,1759.5,1761.8,1766.73,1767.73,1769.83,"	-1
01-012-C	0	3	incorrect	"11,-1,"	"1709.77,1711.1,1711.77,1712.8,1714.2,1750.03,1751.03,1751.2,1751.67,1751.97,1752.5,"	-1
01-012-C	0	4	incorrect	"10,-1,"	"1713.03,1713.33,1714.6,1715.77,1715.93,1762.63,1763.37,1763.97,1764.8,1766.4,"	-1
01-012-C	1	5	correct	"26,-1,"	"1718,1718.17,1719.73,1720.07,1720.8,1722.4,1726.97,1729.07,1730.87,1736.97,1737.13,1738.07,1740.23,1742.17,1742.9,1745.3,1745.47,1748.1,1754,1755.9,1759.93,1767.2,1768.8,1771.3,1772,1772.23,"	71.9334
01-012-C	0	6	incorrect	"6,-1,"	"1723.73,1724.53,1726.37,1729.37,1729.83,1772.83,"	-1
01-012-C	0	7	incorrect	"3,-1,"	"1716.1,1716.47,1716.87,"	-1
01-012-C	0	1	MasterImage	"15,1,"	"1781.03,1781.5,1781.73,1782.87,1783.13,1784.23,1786.33,1786.93,1787.13,1789.23,1790.17,1791.4,1793.2,1795.03,1795.23,1808.37,"	-1
01-012-C	1	2	correct	"8,1,"	"1783.33,1783.93,1788.1,1792.5,1794,1794.37,1799.27,1803.97,1808.07,"	26.5333
01-012-C	0	3	incorrect	"6,-1,"	"1782.53,1786.77,1787.63,1791,1797.87,1799.57,"	-1
01-012-C	0	4	incorrect	"10,-1,"	"1784.67,1788.7,1788.9,1792,1801.37,1801.53,1801.83,1802.1,1802.3,1802.8,"	-1
01-012-C	0	5	incorrect	"4,-1,"	"1785.83,1803.5,1803.7,1804.9,"	-1
01-012-C	0	6	incorrect	"4,-1,"	"1785.5,1795.63,1795.83,1797.53,"	-1
01-012-C	0	7	incorrect	"3,-1,"	"1785.13,1798.27,1798.57,"	-1
01-012-C	0	1	MasterImage	"13,-1,"	"1808.53,1808.83,1810.5,1810.7,1811.67,1812,1813.03,1814.2,1816.9,1817.4,1823.37,1823.83,1827.27,"	-1
01-012-C	0	2	incorrect	"5,-1,"	"1813.37,1813.8,1815.07,1827.6,1828.23,"	-1
01-012-C	0	3	incorrect	"7,-1,"	"1810.13,1811.27,1821.17,1821.57,1822.03,1828,1828.67,"	-1
01-012-C	0	4	incorrect	"3,-1,"	"1819.13,1819.77,1820.5,"	-1
01-012-C	0	5	incorrect	"5,-1,"	"1815.47,1816.13,1818.1,1825,1825.3,"	-1
01-012-C	1	6	correct	"5,-1,"	"1818.53,1822.43,1822.73,1824.27,1825.8,"	33.3
01-012-C	0	7	incorrect	"5,-1,"	"1818.83,1826.53,1826.73,1827.03,1829.13,"	-1
01-012-C	0	1	MasterImage	"32,-1,"	"1842.97,1844.77,1846,1847.53,1848.7,1850.83,1852.1,1852.77,1854.67,1857.57,1860.4,1863.67,1871.13,1876,1877,1877.17,1877.47,1881.53,1883.57,1884.67,1888.87,1890.5,1893.1,1895.07,1895.3,1896.87,1899.23,1906.93,1909.37,1912.7,1918.9,1920.77,"	-1
01-012-C	0	2	incorrect	"4,-1,"	"1846.67,1846.97,1882.17,1885.1,"	-1
01-012-C	0	3	incorrect	"7,1,"	"1845.43,1847.97,1851.3,1856.97,1882.8,1919.07,1919.3,1928.73,"	-1
01-012-C	0	4	incorrect	"29,-1,"	"1848.23,1864.73,1864.93,1866.1,1868.23,1869.37,1872.73,1874.13,1875.4,1878.07,1878.27,1878.47,1885.47,1885.67,1886.6,1900.77,1903.57,1904.8,1908.77,1912.37,1913.97,1917,1917.8,1920.53,1921.3,1922.2,1924.03,1924.2,1925.17,"	-1
01-012-C	0	5	incorrect	"20,-1,"	"1853.47,1854.37,1858.2,1859.27,1861.03,1861.8,1863.43,1864.3,1870.23,1872.37,1876.57,1880,1889.5,1889.67,1891.63,1895.97,1897.8,1897.97,1910.87,1913.17,"	-1
01-012-C	0	6	incorrect	"10,-1,"	"1850.1,1851.63,1853.1,1858.73,1859.8,1862.67,1883.8,1884.17,1919.47,1920.13,"	-1
01-012-C	1	7	correct	"23,-1,"	"1849.27,1865.8,1868.67,1873.13,1873.37,1874.73,1879.7,1886,1887.03,1889.97,1892.57,1894.4,1898.43,1900.1,1902.93,1907.9,1910.13,1911.93,1916.27,1921.73,1922.9,1924.97,1925.57,"	85.2333
01-012-C	0	1	MasterImage	"14,1,"	"1929.13,1929.47,1930.93,1931.8,1932.5,1933.37,1935.4,1938.23,1939.83,1942.67,1944.67,1946.07,1950.37,1953.47,1958.17,"	-1
01-012-C	0	2	incorrect	"4,-1,"	"1932.7,1932.87,1934.03,1937.1,"	-1
01-012-C	0	3	incorrect	"3,-1,"	"1930.57,1931.47,1932.23,"	-1
01-012-C	1	4	correct	"7,-1,"	"1943.27,1945.23,1947.37,1950.9,1951.93,1953.03,1954,"	28.2667
01-012-C	0	5	incorrect	"4,-1,"	"1934.43,1937.7,1941.3,1948.77,"	-1
01-012-C	0	6	incorrect	"4,-1,"	"1939.13,1940.83,1954.53,1954.7,"	-1
01-012-C	0	7	incorrect	"2,-1,"	"1941.8,1952.4,"	-1
01-012-C	0	1	MasterImage	"13,2,"	"1958.4,1959.93,1961.2,1965.33,1967.5,1969.33,1973.13,1975.03,1976.5,1978.67,1981.07,1988.17,1994.43,1998.53,1998.73,"	-1
01-012-C	1	2	correct	"11,-1,"	"1963.37,1971.7,1973.9,1975.7,1975.97,1977,1980.2,1986.43,1988.63,1992.13,1993.53,"	39.6
01-012-C	0	3	incorrect	"7,-1,"	"1959.47,1960.87,1963.03,1966.63,1968.43,1968.97,1970.5,"	-1
01-012-C	0	4	incorrect	"3,-1,"	"1964.63,1965.07,1981.9,"	-1
01-012-C	0	5	incorrect	"7,-1,"	"1963.7,1974.37,1985.67,1989.9,1992.9,1996,1996.23,"	-1
01-012-C	0	6	incorrect	"2,-1,"	"1964,1984.97,"	-1
01-012-C	0	7	incorrect	"2,-1,"	"1964.3,1984.27,"	-1
01-012-C	0	1	MasterImage	"10,-1,"	"1999,2000.23,2001.63,2002.2,2004.53,2006,2009.53,2011.73,2012.4,2014,"	-1
01-012-C	0	2	incorrect	"1,-1,"	"2002.9,"	-1
01-012-C	0	3	incorrect	"6,1,"	"2001.23,2009.13,2013.23,2013.47,2013.67,2014.2,2030.37,"	-1
01-012-C	0	4	incorrect	"5,-1,"	"2004.07,2005.63,2010.07,2011.97,2012.13,"	-1
01-012-C	0	5	incorrect	"2,-1,"	"2002.47,2002.7,"	-1
01-012-C	1	6	correct	"5,-1,"	"2003.23,2004.97,2005.17,2007.57,2012.9,"	30.7
01-012-C	0	7	incorrect	"5,-1,"	"2008.3,2014.9,2019.27,2025.4,2026.83,"	-1
01-013-C	0	1	MasterImage	"4,-1,"	"853.7,854.967,856.233,857.367,"	-1
01-013-C	0	2	incorrect	"1,-1,"	"853.3,"	-1
01-013-C	0	3	incorrect	"-1,-1,"	-1	-1
01-013-C	0	4	incorrect	"2,-1,"	"855.5,855.767,"	-1
01-013-C	0	5	incorrect	"1,-1,"	"854.633,"	-1
01-013-C	0	6	incorrect	"1,-1,"	"853.033,"	-1
01-013-C	1	7	correct	"5,-1,"	"855.933,857,857.933,858.933,859.233,"	7.73334
01-013-C	0	1	MasterImage	"-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,34,12,-1,"	"868.467,896.933,913.467,919.667,920.167,922.333,922.633,924.067,924.467,927.167,927.9,929.467,931.8,932.967,933.2,934.533,945.267,949.1,949.367,952.7,953,954.6,957.2,957.767,959.6,960.133,962.133,963.4,966,966.267,969.833,971.867,974.233,977.567,977.767,982.467,989.733,990.7,993.033,995.333,995.633,999.333,999.567,1004.1,1008.2,1008.97,1009.63,1009.8,"	-1
01-013-C	0	2	incorrect	"-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,"	"874.533,876.167,916.5,940.5,941.1,985.4,"	-1
